id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_district,pickup_neighbourhood,dropoff_district,dropoff_neighbourhood,pickup_geonumber,dropoff_geonumber,day_period,month,year,season,weekday_or_weekend,regular_day_or_holiday,pickup_hour,day_name,financial_quarter,date
id1272687,1,2016-01-07 20:01:14,2016-01-07 20:14:31,1,-74.0003204345703,40.717872619628906,-73.9827423095703,40.72314453125,N,797.0,Manhattan,East Harlem,Brooklyn,Bedford-Stuyvesant,23455.216751098636,23456.18327331543,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,4. Thursday,4,07-01-2016
id1478101,1,2016-01-08 08:46:01,2016-01-08 08:55:34,1,-73.9861602783203,40.73486328125,-73.97244262695312,40.75363159179688,N,573.0,Brooklyn,Williamsburg,Brooklyn,Flatbush,23458.28923034668,23461.681243896484,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,8,5. Friday,4,08-01-2016
id3880867,2,2016-01-07 14:30:55,2016-01-07 15:04:04,2,-73.96819305419923,40.7554817199707,-73.96305847167969,40.72026824951172,N,1989.0,Brooklyn,Park Slope,Brooklyn,South Slope,23462.018516540527,23455.68522644043,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,14,4. Thursday,4,07-01-2016
id1081559,2,2016-01-03 09:20:20,2016-01-03 09:24:36,1,-73.97310638427734,40.79283905029297,-73.98207092285155,40.77812957763672,N,256.0,Manhattan,Upper West Side,Brooklyn,South Slope,23468.737922668457,23466.08125305176,1. Morning,01. Jan,2016,1. Winter,Weekend,Regular day,9,7. Sunday,4,03-01-2016
id0563149,1,2016-01-08 12:53:28,2016-01-08 13:06:59,1,-73.97161865234375,40.74635314941406,-73.99601745605469,40.73259735107422,N,811.0,Manhattan,East Harlem,Brooklyn,Clinton Hill,23460.371948242188,23457.871505737305,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,12,5. Friday,4,08-01-2016
id3384457,1,2016-01-08 16:26:01,2016-01-08 16:29:15,2,-73.95742797851562,40.78007125854492,-73.96151733398438,40.77462768554688,N,194.0,Manhattan,Midtown,Manhattan,Harlem,23466.45539855957,23465.471466064453,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,16,5. Friday,4,08-01-2016
id1431808,2,2016-01-05 15:08:36,2016-01-05 15:17:25,3,-73.98760223388672,40.74431991577149,-73.9883804321289,40.729740142822266,N,529.0,Manhattan,East Harlem,Brooklyn,Windsor Terrace,23459.98998260498,23457.36484527588,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,2. Tuesday,4,05-01-2016
id0703225,2,2016-01-09 20:16:52,2016-01-09 20:22:32,2,-73.97808837890625,40.75426864624024,-73.98381805419923,40.75858688354492,N,340.0,Brooklyn,Midwood,Brooklyn,Flatlands,23461.790267944336,23462.561820983887,3. Evening,01. Jan,2016,1. Winter,Weekend,Regular day,20,6. Saturday,4,09-01-2016
id1257277,2,2016-01-04 13:20:43,2016-01-04 13:37:27,1,-73.95819854736328,40.76034164428711,-73.94992065429686,40.80384826660156,N,1004.0,Manhattan,Midtown,Manhattan,Hell's Kitchen,23462.90329742432,23470.742767333984,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,13,1. Monday,4,04-01-2016
id2294697,2,2016-01-07 16:28:12,2016-01-07 16:40:59,3,-73.96591186523438,40.7900390625,-73.95243835449219,40.778419494628906,N,767.0,Manhattan,Harlem,Brooklyn,Fort Greene,23468.24111938477,23466.16307067871,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,16,4. Thursday,4,07-01-2016
id0713474,1,2016-01-03 14:46:20,2016-01-03 14:53:12,2,-73.98748016357422,40.73274230957031,-73.97117614746094,40.74832153320313,N,412.0,Brooklyn,Bedford-Stuyvesant,Brooklyn,Clinton Hill,23457.90613555908,23460.7266998291,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,14,7. Sunday,4,03-01-2016
id0807863,2,2016-01-08 19:57:19,2016-01-08 20:00:01,1,-73.98140716552734,40.779335021972656,-73.98331451416014,40.78167724609375,N,162.0,Manhattan,Upper West Side,Manhattan,Upper West Side,23466.29889678955,23466.718589782715,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,5. Friday,4,08-01-2016
id2626466,1,2016-01-07 23:35:38,2016-01-08 00:07:53,1,-73.98792266845702,40.75474548339844,-73.94469451904298,40.649112701416016,N,1935.0,Manhattan,Harlem,Manhattan,East Harlem,23461.86626434326,23442.89559173584,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,23,4. Thursday,4,07-01-2016
id1003028,1,2016-01-09 02:42:50,2016-01-09 03:01:31,2,-74.0008316040039,40.730712890625,-73.93768310546875,40.71392822265625,N,1121.0,Brooklyn,Williamsburg,Manhattan,West Village,23457.527488708496,23454.569396972656,4. Night,01. Jan,2016,1. Winter,Weekend,Regular day,2,6. Saturday,4,09-01-2016
id3641003,1,2016-01-07 22:17:49,2016-01-07 22:34:46,3,-74.0160140991211,40.70637130737305,-73.98235321044923,40.764915466308594,N,1017.0,Brooklyn,South Slope,Brooklyn,Flatbush,23453.130821228027,23463.702430725098,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,22,4. Thursday,4,07-01-2016
id1761059,1,2016-01-07 15:57:55,2016-01-07 16:01:23,1,-74.00226593017578,40.750186920166016,-73.9949493408203,40.75005722045898,N,208.0,Manhattan,East Harlem,Brooklyn,Crown Heights,23461.031379699707,23461.0153503418,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,4. Thursday,4,07-01-2016
id2997482,1,2016-01-04 18:24:29,2016-01-04 18:37:23,1,-73.96595001220702,40.77128982543945,-73.98580932617188,40.761173248291016,N,774.0,Manhattan,Midtown,Manhattan,Harlem,23464.86621856689,23463.02537536621,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,18,1. Monday,4,04-01-2016
id3664104,1,2016-01-07 20:50:53,2016-01-07 20:57:13,1,-73.98338317871094,40.75616836547852,-73.98249053955078,40.769058227539055,N,380.0,Manhattan,Hell's Kitchen,Brooklyn,Bedford-Stuyvesant,23462.126922607426,23464.44799041748,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,4. Thursday,4,07-01-2016
id3942922,1,2016-01-06 19:48:44,2016-01-06 20:09:32,1,-73.99057006835938,40.76094055175781,-73.9273452758789,40.76824569702149,N,1248.0,Brooklyn,Bedford-Stuyvesant,Manhattan,Upper West Side,23462.978729248047,23464.35688018799,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,3. Wednesday,4,06-01-2016
id3293957,1,2016-01-07 22:39:19,2016-01-07 23:07:54,1,-73.99603271484375,40.74348068237305,-73.94606018066406,40.674110412597656,N,1715.0,Brooklyn,Crown Heights,Manhattan,Upper West Side,23459.830490112305,23447.393814086918,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,22,4. Thursday,4,07-01-2016
id2398186,1,2016-01-04 19:20:16,2016-01-04 19:34:13,1,-73.97683715820312,40.75786209106445,-73.98872375488281,40.726844787597656,N,837.0,Staten Island,Grymes Hill,Brooklyn,Canarsie,23462.4383392334,23456.84333801269,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,1. Monday,4,04-01-2016
id1042427,2,2016-01-05 12:12:01,2016-01-05 12:17:34,1,-73.97596740722656,40.7606201171875,-73.9851303100586,40.75286865234375,N,333.0,Manhattan,East Harlem,Manhattan,East Harlem,23462.935653686523,23461.531227111816,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,12,2. Tuesday,4,05-01-2016
id1911640,2,2016-01-04 17:37:55,2016-01-04 17:40:57,1,-73.9612808227539,40.77442169189453,-73.95767974853516,40.77964019775391,N,182.0,Manhattan,Midtown,Manhattan,East Harlem,23465.43462371826,23466.377555847168,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,17,1. Monday,4,04-01-2016
id0399293,1,2016-01-05 15:24:22,2016-01-05 15:27:43,1,-73.98186492919923,40.75220489501953,-73.98648834228516,40.74610137939453,N,201.0,Brooklyn,Kensington,Brooklyn,Crown Heights,23461.41501617432,23460.31175994873,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,2. Tuesday,4,05-01-2016
id0231921,1,2016-01-08 01:11:59,2016-01-08 01:17:57,1,-73.97471618652342,40.763126373291016,-73.965576171875,40.75704574584961,N,358.0,Brooklyn,Bedford-Stuyvesant,Brooklyn,South Slope,23463.38803100586,23462.30265808105,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,1,5. Friday,4,08-01-2016
id1302418,1,2016-01-08 21:24:03,2016-01-08 21:55:03,1,-73.95084381103516,40.77907943725585,-73.98326110839844,40.74381256103516,N,1860.0,Brooklyn,Park Slope,Manhattan,West Village,23466.28345489502,23459.90299987793,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,21,5. Friday,4,08-01-2016
id3391404,1,2016-01-05 20:44:58,2016-01-05 21:07:53,1,-74.01103210449219,40.709205627441406,-73.92180633544923,40.76367568969727,N,1375.0,Manhattan,Harlem,Manhattan,Upper West Side,23453.64598083496,23463.53981781006,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,2. Tuesday,4,05-01-2016
id1547526,2,2016-01-04 16:19:32,2016-01-04 16:23:21,6,-73.96138000488281,40.77598190307617,-73.96463012695312,40.7699089050293,N,229.0,Brooklyn,Sheepshead Bay,Queens,Edgemere,23465.715362548828,23464.61897277832,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,16,1. Monday,4,04-01-2016
id1917946,2,2016-01-08 16:00:04,2016-01-08 16:02:51,1,-73.96114349365234,40.771671295166016,-73.95747375488281,40.77349853515625,N,167.0,Manhattan,Harlem,Manhattan,Upper West Side,23464.93968963623,23465.27226257324,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,16,5. Friday,4,08-01-2016
id3773762,1,2016-01-03 01:19:52,2016-01-03 01:26:38,1,-73.98621368408203,40.72233963012695,-73.98930358886719,40.73430252075195,N,406.0,Brooklyn,Fort Greene,Manhattan,Upper West Side,23456.03491973877,23458.185150146484,4. Night,01. Jan,2016,1. Winter,Weekend,Regular day,1,7. Sunday,4,03-01-2016
id1655139,1,2016-01-08 12:36:52,2016-01-08 12:43:41,1,-73.98912811279298,40.77706146240234,-73.98229217529298,40.7678337097168,N,409.0,Manhattan,Harlem,Manhattan,Upper West Side,23465.88193511963,23464.22777557373,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,12,5. Friday,4,08-01-2016
id1637235,2,2016-01-09 19:14:23,2016-01-09 19:18:51,2,-73.97624969482422,40.785888671875,-73.96312713623048,40.79885864257813,N,268.0,Brooklyn,Williamsburg,Brooklyn,Crown Heights,23467.48371124268,23469.831428527832,3. Evening,01. Jan,2016,1. Winter,Weekend,Regular day,19,6. Saturday,4,09-01-2016
id3259646,2,2016-01-06 00:21:25,2016-01-06 00:29:46,1,-73.9555435180664,40.7765998840332,-73.96703338623048,40.7568588256836,N,501.0,Brooklyn,Crown Heights,Manhattan,Upper West Side,23465.83243560791,23462.267555236816,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,0,3. Wednesday,4,06-01-2016
id0449485,2,2016-01-05 15:37:08,2016-01-05 15:52:37,1,-73.96149444580078,40.78004837036133,-73.98000335693358,40.789863586425774,N,929.0,Manhattan,Midtown,Manhattan,East Harlem,23466.44721221924,23468.195442199707,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,2. Tuesday,4,05-01-2016
id2524825,2,2016-01-03 16:54:59,2016-01-03 17:03:25,5,-74.00067138671875,40.75777816772461,-73.9878921508789,40.75986862182617,N,506.0,Brooklyn,Sheepshead Bay,Staten Island,West Brighton,23462.39939880371,23462.788459777832,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,16,7. Sunday,4,03-01-2016
id0451373,1,2016-01-09 12:53:13,2016-01-09 13:04:28,1,-73.98533630371094,40.72349548339844,-73.9876937866211,40.74082946777344,N,675.0,Brooklyn,Park Slope,Brooklyn,Bedford-Stuyvesant,23456.243850708008,23459.3616104126,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,12,6. Saturday,4,09-01-2016
id3661908,2,2016-01-04 22:15:11,2016-01-04 22:21:08,6,-73.96299743652342,40.769229888916016,-73.96143341064453,40.7601318359375,N,357.0,Manhattan,Harlem,Brooklyn,Crown Heights,23464.49838256836,23462.862297058105,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,22,1. Monday,4,04-01-2016
id2356793,1,2016-01-05 02:49:05,2016-01-05 03:11:27,1,-73.9733123779297,40.76358413696289,-73.96259307861328,40.68292617797852,N,1342.0,Manhattan,Midtown,Brooklyn,South Slope,23463.47183227539,23448.96411895752,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,2,2. Tuesday,4,05-01-2016
id0910553,1,2016-01-06 21:43:57,2016-01-06 21:59:28,1,-73.96629333496094,40.76451110839844,-73.90731048583984,40.765872955322266,N,931.0,Manhattan,Chinatown,Manhattan,Harlem,23463.64570617676,23463.949821472168,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,21,3. Wednesday,4,06-01-2016
id3903556,1,2016-01-07 19:03:13,2016-01-07 19:20:13,1,-73.994384765625,40.7509765625,-73.9666519165039,40.76092147827149,N,1020.0,Manhattan,Upper West Side,Manhattan,Chinatown,23461.18139648437,23462.999214172363,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,4. Thursday,4,07-01-2016
id1088767,1,2016-01-05 07:26:07,2016-01-05 07:35:42,1,-73.98146057128906,40.73269653320313,-73.9688949584961,40.75738525390625,N,575.0,Manhattan,Upper West Side,Manhattan,Hell's Kitchen,23457.903915405277,23462.36045074463,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,7,2. Tuesday,4,05-01-2016
id3009115,1,2016-01-04 20:09:40,2016-01-04 20:21:21,1,-73.9846954345703,40.74841690063477,-73.99080657958984,40.76496505737305,N,701.0,Manhattan,Hell's Kitchen,Manhattan,Inwood,23460.730346679688,23463.70290374756,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,1. Monday,4,04-01-2016
id0041877,2,2016-01-05 11:35:30,2016-01-05 11:47:27,1,-74.00295257568358,40.7335090637207,-73.98603820800781,40.73480987548828,N,717.0,Manhattan,Inwood,Manhattan,West Village,23458.028678894043,23458.279739379883,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,11,2. Tuesday,4,05-01-2016
id3365144,1,2016-01-04 17:00:48,2016-01-04 17:06:16,1,-73.99699401855469,40.74185943603516,-74.00812530517578,40.73784255981445,N,328.0,Manhattan,West Village,Manhattan,East Harlem,23459.537704467773,23458.803535461426,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,17,1. Monday,4,04-01-2016
id3740164,2,2016-01-08 02:49:07,2016-01-08 02:55:46,1,-73.98240661621094,40.77044296264648,-73.96815490722656,40.80142593383789,N,399.0,Brooklyn,Clinton Hill,Brooklyn,South Slope,23464.69732666016,23470.288513183597,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,2,5. Friday,4,08-01-2016
id3267152,1,2016-01-08 10:31:46,2016-01-08 10:49:17,1,-73.9549331665039,40.76544570922852,-73.98605346679686,40.761863708496094,N,1051.0,Manhattan,East Harlem,Brooklyn,South Slope,23463.82529449463,23463.1494140625,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,10,5. Friday,4,08-01-2016
id1035092,1,2016-01-03 12:50:31,2016-01-03 13:00:09,1,-73.96406555175781,40.75686264038085,-73.98564910888672,40.76627349853516,N,578.0,Manhattan,West Village,Brooklyn,Greenpoint,23462.2712097168,23463.94358062744,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,12,7. Sunday,4,03-01-2016
id2347420,2,2016-01-09 23:09:29,2016-01-09 23:35:32,1,-73.97631072998048,40.76411056518555,-73.86151885986328,40.73828887939453,N,1563.0,Staten Island,Willowbrook,Brooklyn,Coney Island,23463.563591003414,23459.030479431152,3. Evening,01. Jan,2016,1. Winter,Weekend,Regular day,23,6. Saturday,4,09-01-2016
id1912470,2,2016-01-06 18:22:11,2016-01-06 18:33:06,1,-73.97911071777342,40.78704071044922,-73.97997283935547,40.77090072631836,N,655.0,Manhattan,Harlem,Manhattan,Midtown,23467.68821716309,23464.78215789795,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,18,3. Wednesday,4,06-01-2016
id3674077,1,2016-01-09 20:48:08,2016-01-09 20:52:31,1,-73.96717834472656,40.75700378417969,-73.96094512939453,40.766868591308594,N,263.0,Manhattan,West Village,Manhattan,East Harlem,23462.293502807617,23464.075401306152,3. Evening,01. Jan,2016,1. Winter,Weekend,Regular day,20,6. Saturday,4,09-01-2016
id2335233,1,2016-01-08 21:22:31,2016-01-08 21:26:29,1,-73.99665069580078,40.73775100708008,-73.98947143554686,40.74811935424805,N,238.0,Manhattan,Upper West Side,Brooklyn,South Slope,23458.798530578613,23460.6720123291,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,21,5. Friday,4,08-01-2016
id3971981,1,2016-01-08 23:40:49,2016-01-09 00:00:36,1,-73.8729476928711,40.774208068847656,-73.91595458984375,40.76412582397461,N,1187.0,Staten Island,"Bay Terrace, Staten Island",Queens,Arverne,23465.484504699707,23463.626693725582,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,23,5. Friday,4,08-01-2016
id3722020,2,2016-01-05 16:19:51,2016-01-05 16:40:05,6,-73.95821380615234,40.76477813720703,-73.99230194091797,40.749420166015625,N,1214.0,Brooklyn,Fort Greene,Manhattan,East Harlem,23463.701850891117,23460.90332794189,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,16,2. Tuesday,4,05-01-2016
id3584186,1,2016-01-04 20:01:05,2016-01-04 20:05:57,1,-73.98767852783203,40.770503997802734,-73.96991729736328,40.7945442199707,N,292.0,Manhattan,Upper West Side,Brooklyn,Bedford-Stuyvesant,23464.70304107666,23469.048042297363,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,1. Monday,4,04-01-2016
id3494157,2,2016-01-04 21:13:50,2016-01-04 21:20:40,3,-73.99009704589844,40.75339889526367,-73.97808837890625,40.75268173217773,N,410.0,Staten Island,Randall Manor,Brooklyn,Midwood,23461.62170410156,23461.50462341309,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,21,1. Monday,4,04-01-2016
id2356690,1,2016-01-08 18:28:01,2016-01-08 18:34:36,1,-73.95252227783203,40.79155349731445,-73.96859741210938,40.79917526245117,N,395.0,Brooklyn,Kensington,Brooklyn,South Slope,23468.52710723877,23469.8829498291,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,18,5. Friday,4,08-01-2016
id2245783,2,2016-01-05 06:23:58,2016-01-05 06:28:22,1,-73.97156524658203,40.75414657592773,-73.97189331054686,40.76124954223633,N,264.0,Manhattan,Inwood,Brooklyn,Clinton Hill,23461.77481842041,23463.053024291992,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,6,2. Tuesday,4,05-01-2016
id0198547,2,2016-01-05 08:01:03,2016-01-05 08:04:05,1,-73.96428680419923,40.765098571777344,-73.95852661132812,40.76892852783203,N,182.0,Brooklyn,Clinton Hill,Manhattan,Upper West Side,23463.753456115723,23464.44860839844,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,8,2. Tuesday,4,05-01-2016
id2324706,2,2016-01-07 23:36:55,2016-01-07 23:38:52,1,-73.9797592163086,40.73957824707031,-73.98845672607422,40.73128128051758,N,117.0,Brooklyn,Park Slope,Brooklyn,Park Slope,23459.144325256348,23457.64217376709,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,23,4. Thursday,4,07-01-2016
id2650883,2,2016-01-08 15:07:32,2016-01-08 15:35:14,2,-73.86331176757811,40.76959991455078,-73.95341491699219,40.77554321289063,N,1662.0,Staten Island,Great Kills,Brooklyn,Sheepshead Bay,23464.66467285156,23465.64436340332,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,5. Friday,4,08-01-2016
id3129447,2,2016-01-04 13:56:17,2016-01-04 13:59:11,2,-73.98356628417969,40.77104949951172,-73.98271179199219,40.76562881469727,N,174.0,Manhattan,Harlem,Brooklyn,Flatbush,23464.80534362793,23463.83047485352,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,13,1. Monday,4,04-01-2016
id3927555,1,2016-01-05 13:02:37,2016-01-05 13:12:34,1,-73.96282196044923,40.77830505371094,-73.98082733154298,40.76765823364258,N,597.0,Brooklyn,Kensington,Manhattan,Murray Hill,23466.13208770752,23464.19765472412,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,13,2. Tuesday,4,05-01-2016
id3973031,2,2016-01-04 19:37:29,2016-01-04 19:42:01,5,-73.97322845458984,40.76382827758789,-73.97921752929686,40.75522994995117,N,272.0,Brooklyn,Gravesend,Staten Island,Tompkinsville,23463.51586151123,23461.962173461918,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,1. Monday,4,04-01-2016
id1620855,1,2016-01-07 12:01:26,2016-01-07 12:06:19,2,-73.9558868408203,40.78194808959961,-73.9594192504883,40.77517318725585,N,293.0,Manhattan,Harlem,Manhattan,Harlem,23466.79476928711,23465.571754455566,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,12,4. Thursday,4,07-01-2016
id2165619,1,2016-01-07 13:50:21,2016-01-07 14:01:51,1,-73.97044372558594,40.78399658203125,-73.98047637939453,40.76505279541016,N,690.0,Manhattan,Midtown,Manhattan,Inwood,23467.14894104004,23463.729026794437,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,13,4. Thursday,4,07-01-2016
id2209524,1,2016-01-03 17:08:02,2016-01-03 17:21:52,1,-73.9880599975586,40.73223876953125,-73.99079132080078,40.751075744628906,N,830.0,Brooklyn,Park Slope,Manhattan,Harlem,23457.814918518063,23461.2028427124,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,17,7. Sunday,4,03-01-2016
id3976003,2,2016-01-07 19:06:35,2016-01-07 19:13:55,1,-73.95377349853516,40.77798080444336,-73.9595718383789,40.76781845092773,N,440.0,Manhattan,Upper West Side,Brooklyn,South Slope,23466.08277130127,23464.247749328613,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,19,4. Thursday,4,07-01-2016
id0029427,2,2016-01-09 11:40:51,2016-01-09 11:58:57,1,-73.97899627685547,40.7720832824707,-73.9773712158203,40.74458312988281,N,1086.0,Manhattan,Harlem,Brooklyn,Park Slope,23464.99599456787,23460.04759216309,1. Morning,01. Jan,2016,1. Winter,Weekend,Regular day,11,6. Saturday,4,09-01-2016
id0233522,2,2016-01-03 12:32:32,2016-01-03 12:35:26,1,-73.9623794555664,40.77634048461913,-73.9569320678711,40.77465057373047,N,174.0,Manhattan,Harlem,Manhattan,Upper West Side,23465.77890777588,23465.480171203613,2. Afternoon,01. Jan,2016,1. Winter,Weekend,Regular day,12,7. Sunday,4,03-01-2016
id3136173,2,2016-01-06 14:52:35,2016-01-06 15:02:43,1,-73.9890365600586,40.75849151611328,-73.98902130126955,40.75854110717773,N,608.0,Brooklyn,Crown Heights,Brooklyn,Williamsburg,23462.53943634033,23462.548377990723,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,14,3. Wednesday,4,06-01-2016
id0879378,2,2016-01-08 21:00:21,2016-01-08 21:09:20,2,-73.98892974853516,40.743011474609375,-73.98796844482422,40.75500106811523,N,539.0,Manhattan,Harlem,Manhattan,East Harlem,23459.753135681152,23461.91222381592,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,21,5. Friday,4,08-01-2016
id1226538,1,2016-01-06 22:36:47,2016-01-06 22:49:10,1,-73.99700927734375,40.74711990356445,-73.98509979248048,40.7241325378418,N,743.0,Manhattan,Chinatown,Brooklyn,Fort Greene,23460.484573364258,23456.358757019043,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,22,3. Wednesday,4,06-01-2016
id3408218,1,2016-01-08 20:44:15,2016-01-08 21:07:03,1,-73.99211883544923,40.740909576416016,-73.99951171875,40.6840934753418,N,1368.0,Brooklyn,Clinton Hill,Brooklyn,Clinton Hill,23459.371604919437,23449.137313842773,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,5. Friday,4,08-01-2016
id0037331,2,2016-01-05 15:35:07,2016-01-05 15:55:17,1,-74.00013732910156,40.72193145751953,-73.98263549804686,40.74846267700195,N,1210.0,Manhattan,Hell's Kitchen,Manhattan,West Village,23455.94752502441,23460.740646362305,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,15,2. Tuesday,4,05-01-2016
id1438427,1,2016-01-05 13:28:54,2016-01-05 13:33:07,1,-73.98545837402342,40.738319396972656,-73.9908676147461,40.734642028808594,N,253.0,Manhattan,Murray Hill,Manhattan,Harlem,23458.91203308105,23458.2446975708,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,13,2. Tuesday,4,05-01-2016
id2799858,1,2016-01-08 18:23:25,2016-01-08 18:35:35,2,-73.97081756591797,40.75756072998047,-73.98065948486328,40.75007629394531,N,730.0,Manhattan,East Harlem,Manhattan,Upper West Side,23462.390113830566,23461.033073425293,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,18,5. Friday,4,08-01-2016
id0417783,1,2016-01-08 22:41:00,2016-01-08 22:48:25,1,-73.96856689453125,40.76482772827149,-73.96849060058595,40.75048065185547,N,445.0,Manhattan,East Harlem,Brooklyn,Clinton Hill,23463.700424194336,23461.1180267334,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,22,5. Friday,4,08-01-2016
id0370990,2,2016-01-05 09:37:42,2016-01-05 10:18:22,1,-73.98605346679686,40.753684997558594,-73.7823486328125,40.64415740966797,N,2440.0,Staten Island,Huguenot,Staten Island,Tottenville,23461.67724609375,23442.165985107426,1. Morning,01. Jan,2016,1. Winter,Weekday,Regular day,9,2. Tuesday,4,05-01-2016
id1036951,1,2016-01-07 01:53:32,2016-01-07 02:01:20,1,-73.92247772216798,40.70109939575195,-73.9247055053711,40.67905807495117,N,468.0,Brooklyn,Park Slope,Manhattan,East Harlem,23452.275413513184,23448.30574798584,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,1,4. Thursday,4,07-01-2016
id3742059,1,2016-01-06 12:43:10,2016-01-06 12:49:42,1,-74.01156616210938,40.70290756225585,-74.01408386230467,40.71503829956055,N,392.0,Brooklyn,Kensington,Brooklyn,Kensington,23452.511795043945,23454.692810058597,2. Afternoon,01. Jan,2016,1. Winter,Weekday,Regular day,12,3. Wednesday,4,06-01-2016
id2023043,1,2016-01-08 20:55:35,2016-01-08 21:10:13,1,-73.9922866821289,40.743629455566406,-74.01470184326173,40.71812438964844,N,878.0,Manhattan,Upper West Side,Manhattan,Harlem,23459.861015319824,23455.247688293457,3. Evening,01. Jan,2016,1. Winter,Weekday,Regular day,20,5. Friday,4,08-01-2016
id2494143,1,2016-01-07 03:03:54,2016-01-07 03:06:22,1,-73.97374725341797,40.76409149169922,-73.97404479980467,40.760555267333984,N,148.0,Manhattan,East Harlem,Manhattan,Murray Hill,23463.56272125244,23462.925903320312,4. Night,01. Jan,2016,1. Winter,Weekday,Regular day,3,4. Thursday,4,07-01-2016
